yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
134272024,13427,2024,NY0432800,NY0432800,,N,N,,I,SPRING VALLEY VILLAGE,SPRING VALLEY VILLAGE PD SPRING VALLEY,Spring Valley Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,32973,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,58,3,61,6,3,9,1.9,2.1,2019-01-01,2019-05-01,2019-05-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134282024,13428,2024,NY0432900,NY0432900,,N,N,,I,SUFFERN VILLAGE,SUFFERN VILLAGE PD SUFFERN,Suffern Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,11317,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,21,3,24,1,2,3,1.9,2.4,2019-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134302024,13430,2024,NY0435000,NY0435000,,N,N,,I,CLARKSTOWN TOWN,CLARKSTOWN TOWN PD NEW CITY,Clarkstown Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,80087,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,141,12,153,14,12,26,1.9,2.2,2019-01-01,2019-11-01,2019-11-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134312024,13431,2024,NY0435100,NY0435100,,N,N,,I,HAVERSTRAW TOWN,HAVERSTRAW TOWN PD MOUNT IVY,Haverstraw Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,38750,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,66,2,68,4,4,8,1.8,2.0,2019-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134322024,13432,2024,NY0435200,NY0435200,,N,N,,I,ORANGETOWN TOWN,ORANGETOWN TOWN PD ORANGEBURG,Orangetown Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,41682,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,85,1,86,5,7,12,2.2,2.4,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134332024,13433,2024,NY0435300,NY0435300,,N,N,,I,RAMAPO TOWN,RAMAPO TOWN PD SUFFERN,Ramapo Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,110136,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,98,7,105,12,11,23,1.0,1.2,2019-01-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134342024,13434,2024,NY0435400,NY0435400,,N,N,,I,STONY POINT TOWN,STONY POINT TOWN PD STONY POINT,Stony Point Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14706,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,26,0,26,1,1,2,1.8,1.9,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ROCKLAND,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
134372024,13437,2024,NY0440000,NY0440000,,N,N,,I,ST. LAWRENCE,ST LAWRENCE CO SHERIFF'S DEPARTMENT CANTON,St. Lawrence,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,65063,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,36,1,37,1,3,4,0.6,0.6,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134382024,13438,2024,NY0440100,NY0440100,,N,N,,I,OGDENSBURG,OGDENSBURG CITY PD OGDENSBURG,Ogdensburg,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,9125,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,1,15,5,2,7,2.1,2.4,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134392024,13439,2024,NY0440200,NY0440200,,N,N,,I,MASSENA VILLAGE,MASSENA VILLAGE PD MASSENA,Massena Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,10028,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,2,24,0,3,3,2.2,2.7,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134402024,13440,2024,NY0442000,NY0442000,,N,N,,I,CANTON VILLAGE,CANTON VILLAGE PD CANTON,Canton Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6962,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,2,1,3,1.4,1.6,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134412024,13441,2024,NY0442300,NY0442300,,N,N,,I,GOUVERNEUR VILLAGE,GOUVERNEUR VILLAGE PD GOUVERNEUR,Gouverneur Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3617,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,1,6,0,2,2,1.4,2.2,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134432024,13443,2024,NY0442900,NY0442900,,N,N,,I,POTSDAM VILLAGE,POTSDAM VILLAGE PD POTSDAM,Potsdam Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8421,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,1,15,1,3,4,1.8,2.3,2019-01-01,2019-11-01,2019-11-01,2020-01-01,2020-01-01,2020-01-01,N,ST LAWRENCE,Not Specified,Y,Y,Y
134462024,13446,2024,NY0450000,NY0450000,,N,N,,I,SARATOGA,SARATOGA CO SHERIFF'S DEPARTMENT BALLSTON SPA,Saratoga,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,187249,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,147,1,148,13,14,27,0.9,0.9,2019-01-01,2019-05-01,2019-05-01,2019-05-01,2019-05-01,2019-05-01,N,SARATOGA,"Albany-Schenectady-Troy, NY",Y,Y,Y
134602024,13460,2024,NY0460100,NY0460100,,N,N,,I,SCHENECTADY,SCHENECTADY CITY PD SCHENECTADY,Schenectady,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,68610,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,150,5,155,16,17,33,2.4,2.7,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SCHENECTADY,"Albany-Schenectady-Troy, NY",Y,Y,Y
134642024,13464,2024,NY0465400,NY0465400,,N,N,,I,ROTTERDAM TOWN,ROTTERDAM TOWN PD SCHENECTADY,Rotterdam Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,30518,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,37,0,37,4,2,6,1.3,1.4,2019-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,SCHENECTADY,"Albany-Schenectady-Troy, NY",Y,Y,Y
134652024,13465,2024,NY0470000,NY0470000,,N,N,,I,SCHOHARIE,SCHOHARIE CO SHERIFF'S DEPARTMENT SCHOHARIE,Schoharie,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,25448,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,19,3,22,4,11,15,0.9,1.5,2019-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,SCHOHARIE,"Albany-Schenectady-Troy, NY",Y,Y,Y
134712024,13471,2024,NY0480000,NY0480000,,N,N,,I,SCHUYLER,SCHUYLER CO SHERIFF'S DEPARTMENT WATKINS GLEN,Schuyler,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,16042,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,13,0,13,2,3,5,0.9,1.1,2019-01-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,2021-11-01,N,SCHUYLER,Not Specified,Y,Y,Y
134732024,13473,2024,NY0490000,NY0490000,,N,N,,I,SENECA,SENECA CO SHERIFF'S DEPARTMENT WATERLOO,Seneca,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,18684,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2019-01-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,SENECA,Not Specified,Y,Y,Y
134752024,13475,2024,NY0492100,NY0492100,,N,N,,I,WATERLOO VILLAGE,WATERLOO VILLAGE PD WATERLOO,Waterloo Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4657,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,1,2,1.7,1.9,2019-01-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,SENECA,Not Specified,Y,Y,Y
134782024,13478,2024,NY0500000,NY0500000,,N,N,,I,STEUBEN,STEUBEN CO SHERIFF'S DEPARTMENT BATH,Steuben,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,58415,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,34,2,36,4,7,11,0.7,0.8,2019-01-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,2021-09-01,N,STEUBEN,Not Specified,Y,Y,Y
134832024,13483,2024,NY0502200,NY0502200,,N,N,,I,BATH VILLAGE,BATH VILLAGE PD BATH,Bath Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5521,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,STEUBEN,Not Specified,Y,Y,Y
135102024,13510,2024,NY0512600,NY0512600,,N,N,,I,SOUTHAMPTON VILLAGE,SOUTHAMPTON VILLAGE PD SOUTHAMPTON,Southampton Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4657,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,26,6,32,4,8,12,6.4,9.4,2019-01-01,2023-03-01,2023-03-01,2023-03-01,2023-03-01,2023-03-01,N,SUFFOLK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
135232024,13523,2024,NY0515500,NY0515500,,N,N,,I,RIVERHEAD TOWN,RIVERHEAD TOWN PD RIVERHEAD,Riverhead Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,35693,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,84,3,87,11,14,25,2.7,3.1,2019-01-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,N,SUFFOLK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
135262024,13526,2024,NY0515900,NY0515900,,N,N,,I,SOUTHOLD TOWN,SOUTHOLD TOWN PD PECONIC,Southold Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,21344,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,45,9,54,7,13,20,2.4,3.5,2019-01-01,2019-08-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,SUFFOLK,"New York-Newark-Jersey City, NY-NJ",Y,Y,Y
135382024,13538,2024,NY0530000,NY0530000,,N,N,,I,TIOGA,TIOGA CO SHERIFF'S DEPARTMENT OWEGO,Tioga,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,40151,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,31,3,34,5,17,22,0.9,1.4,2019-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,TIOGA,"Binghamton, NY",Y,Y,Y
135392024,13539,2024,NY0532000,NY0532000,,N,N,,I,WAVERLY VILLAGE,WAVERLY VILLAGE PD WAVERLY,Waverly Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4238,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,0,1,1,2.4,2.6,2019-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,TIOGA,"Binghamton, NY",Y,Y,Y
135432024,13543,2024,NY0532400,NY0532400,,N,N,,I,OWEGO VILLAGE,OWEGO VILLAGE PD OWEGO,Owego Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4258,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,0,1,1,0.7,0.9,2019-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,TIOGA,"Binghamton, NY",Y,Y,Y
135452024,13545,2024,NY0540000,NY0540000,,N,N,,I,TOMPKINS,TOMPKINS CO SHERIFFS DEPARTMENT ITHACA,Tompkins,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,64332,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,40,1,41,7,5,12,0.7,0.8,2019-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135462024,13546,2024,NY0540100,NY0540100,,N,N,,I,ITHACA,ITHACA CITY PD ITHACA,Ithaca,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,33646,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,40,1,41,13,8,21,1.6,1.8,2019-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135472024,13547,2024,NY0542000,NY0542000,,N,N,,I,DRYDEN VILLAGE,DRYDEN VILLAGE PD DRYDEN,Dryden Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,1837,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,5,0,5,0,0,0,2.7,2.7,2019-01-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,2023-04-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135492024,13549,2024,NY0542200,NY0542200,,N,N,,I,GROTON VILLAGE,GROTON VILLAGE PD GROTON,Groton Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2086,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,0,0,0,2,0,2,1.0,1.0,2019-01-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,2023-06-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135502024,13550,2024,NY0542400,NY0542400,,N,N,,I,TRUMANSBURG VILLAGE,TRUMANSBURG VILLAGE PD TRUMANSBURG,Trumansburg Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,1655,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,1,0,1,1.2,1.2,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135512024,13551,2024,NY0542500,NY0542500,,N,N,,I,CAYUGA HEIGHTS VILLAGE,CAYUGA HEIGHTS VILLAGE PD CAYUGA HEIGHTS,Cayuga Heights Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3877,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,6,0,6,1,1,2,1.8,2.1,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,TOMPKINS,"Ithaca, NY",Y,Y,Y
135532024,13553,2024,NY0550000,NY0550000,,N,N,,I,ULSTER,ULSTER CO SHERIFF'S DEPARTMENT KINGSTON,Ulster,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,48655,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,59,16,75,5,18,23,1.3,2.0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135562024,13556,2024,NY0550300,NY0550300,,N,N,,I,ULSTER REG GNG ENF NRC T,ULSTER REG GNG ENF NARC T,Ulster Regional Gang Enforcement Narcotics Team,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,Other,0,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,0,0,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135602024,13560,2024,NY0552700,NY0552700,,N,N,,I,NEW PALTZ TOWN & VILLAGE,NEW PALTZ TOWN PD NEW PALTZ,New Paltz Town and Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15926,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,15,2,17,5,1,6,1.3,1.4,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135612024,13561,2024,NY0555600,NY0555600,,N,N,,I,LLOYD TOWN,LLOYD TOWN PD HIGHLAND,Lloyd Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,11090,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,14,0,14,1,0,1,1.4,1.4,2019-01-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135622024,13562,2024,NY0555800,NY0555800,,N,N,,I,MARLBOROUGH TOWN,MARLBOROUGH TOWN PD MILTON,Marlborough Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,8826,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,0,2,2,0.8,1.0,2019-01-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,2021-08-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135642024,13564,2024,NY0556100,NY0556100,,N,N,,I,PLATTEKILL TOWN,PLATTEKILL TOWN PD MODENA,Plattekill Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,10344,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135652024,13565,2024,NY0556600,NY0556600,,N,N,,I,WOODSTOCK TOWN,WOODSTOCK TOWN PD WOODSTOCK,Woodstock Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,6208,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,2,0,2,1.6,1.6,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135662024,13566,2024,NY0558000,NY0558000,,N,N,,I,SAUGERTIES TOWN,SAUGERTIES TOWN PD SAUGERTIES,Saugerties Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,19468,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,1,17,4,3,7,1.0,1.2,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135672024,13567,2024,NY0558100,NY0558100,,N,N,,I,SHANDAKEN TOWN,SHANDAKEN TOWN PD SHANDAKEN,Shandaken Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2819,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,3,0,3,0,0,0,1.1,1.1,2019-01-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135682024,13568,2024,NY0559100,NY0559100,,N,N,,I,ROSENDALE TOWN,ROSENDALE VILLAGE PD ROSENDALE,Rosendale Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5665,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,2,0,2,0,0,0,0.4,0.4,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135692024,13569,2024,NY0559500,NY0559500,,N,N,,I,ULSTER TOWN,ULSTER TOWN POLICE DEPARTMENT,Ulster Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,12590,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,0,18,2,4,6,1.6,1.9,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ULSTER,"Kingston, NY",Y,Y,Y
135712024,13571,2024,NY0559700,NY0559700,,N,N,,I,OLIVE TOWN,OLIVE TOWN,Olive Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,4254,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,ULSTER,"Kingston, NY",Y,Y,Y
