yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
129392024,12939,2024,NY0010100,NY0010100,,N,N,,I,ALBANY,ALBANY CITY PD ALBANY,Albany,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,102095,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,243,36,279,25,38,63,2.6,3.3,2019-01-01,2020-11-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ALBANY,"Albany-Schenectady-Troy, NY",Y,Y,Y
129462024,12946,2024,NY0015100,NY0015100,,N,N,,I,BETHLEHEM TOWN,BETHLEHEM TOWN PD DELMAR,Bethlehem Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,34933,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,31,6,37,5,11,16,1.0,1.5,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ALBANY,"Albany-Schenectady-Troy, NY",Y,Y,Y
129482024,12948,2024,NY0015300,NY0015300,,N,N,,I,COLONIE TOWN,COLONIE TOWN PD LATHAM,Colonie Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,81226,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,106,25,131,9,16,25,1.4,1.9,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,ALBANY,"Albany-Schenectady-Troy, NY",Y,Y,Y
129682024,12968,2024,NY0030000,NY0030000,,N,N,,I,BROOME,BROOME CO SHERIFF'S DEPARTMENT BINGHAMTON,Broome,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,91944,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,89,6,95,3,12,15,1.0,1.2,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,BROOME,"Binghamton, NY",Y,Y,Y
129692024,12969,2024,NY0030100,NY0030100,,N,N,,I,BINGHAMTON,BINGHAMTON CITY PD BINGHAMTON,Binghamton,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,46378,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,125,2,127,10,10,20,2.9,3.2,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,BROOME,"Binghamton, NY",Y,Y,Y
129702024,12970,2024,NY0030200,NY0030200,,N,N,,I,ENDICOTT VILLAGE,ENDICOTT VILLAGE PD ENDICOTT,Endicott Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,13072,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,30,0,30,4,3,7,2.6,2.8,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,N,BROOME,"Binghamton, NY",Y,Y,Y
129712024,12971,2024,NY0030300,NY0030300,,N,N,,I,JOHNSON CITY VILLAGE,JOHNSON CITY VILLAGE PD JOHNSON CITY,Johnson City Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14748,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,40,2,42,2,2,4,2.8,3.1,2019-01-01,2019-01-01,2019-01-01,2020-01-01,2020-01-01,2020-01-01,N,BROOME,"Binghamton, NY",Y,Y,Y
129762024,12976,2024,NY0036400,NY0036400,,N,N,,I,VESTAL TOWN,VESTAL TOWN PD VESTAL,Vestal Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,32289,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,38,1,39,4,3,7,1.3,1.4,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,N,BROOME,"Binghamton, NY",Y,Y,Y
129782024,12978,2024,NY0040000,NY0040000,,N,N,,I,CATTARAUGUS,CATTARAUGUS CO SHERIFF'S DEPT LITTLE VALLEY,Cattaraugus,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,49640,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,N,,,,,,,,,2019-01-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,CATTARAUGUS,Not Specified,Y,Y,Y
129792024,12979,2024,NY0040100,NY0040100,,N,N,,I,OLEAN,OLEAN CITY PD OLEAN,Olean,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,13564,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,31,1,32,1,5,6,2.4,2.8,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,CATTARAUGUS,Not Specified,Y,Y,Y
129922024,12992,2024,NY0050000,NY0050000,,N,N,,I,CAYUGA,CAYUGA CO SHERIFF'S DEPARTMENT AUBURN,Cayuga,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,45758,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,31,0,31,5,7,12,0.8,0.9,2019-01-01,2019-12-01,2019-12-01,2020-07-01,2020-07-01,2020-07-01,N,CAYUGA,Not Specified,Y,Y,Y
129932024,12993,2024,NY0050100,NY0050100,,N,N,,I,AUBURN,AUBURN CITY PD AUBURN,Auburn,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,25699,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,54,3,57,10,2,12,2.5,2.7,2019-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-01-01,N,CAYUGA,Not Specified,Y,Y,Y
129992024,12999,2024,NY0060000,NY0060000,,N,N,,I,CHAUTAUQUA,CHAUTAUQUA CO SHERIFF'S DEPARTMENT MAYVILLE,Chautauqua,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,58670,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,69,27,96,7,16,23,1.3,2.0,2019-01-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130002024,13000,2024,NY0060100,NY0060100,,N,N,,I,DUNKIRK,DUNKIRK CITY PD DUNKIRK,Dunkirk,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,12348,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,0,35,1,1,2,2.9,3.0,2019-01-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130012024,13001,2024,NY0060200,NY0060200,,N,N,,I,JAMESTOWN,JAMESTOWN CITY PD JAMESTOWN,Jamestown,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,27735,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,52,2,54,10,6,16,2.2,2.5,2019-01-01,2019-01-01,2019-01-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130022024,13002,2024,NY0062000,NY0062000,,N,N,,I,LAKEWOOD-BUSTI,LAKEWOOD BUSTI VILLAGE PD LAKEWOOD,Lakewood-Busti,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,7370,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,8,0,8,1,1,2,1.2,1.4,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130092024,13009,2024,NY0062900,NY0062900,,N,N,,I,FREDONIA VILLAGE,FREDONIA VILLAGE PD FREDONIA,Fredonia Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,9388,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,2,17,2,1,3,1.8,2.1,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130122024,13012,2024,NY0063200,NY0063200,,N,N,,I,WESTFIELD VILLAGE,WESTFIELD VILLAGE PD WESTFIELD,Westfield Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2895,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,0,0,1.7,1.7,2019-01-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130162024,13016,2024,NY0065200,NY0065200,,N,N,,I,CARROLL TOWN,CARROLL TOWN PD FREWSBURG,Carroll Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3379,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130172024,13017,2024,NY0065900,NY0065900,,N,N,,I,ELLICOTT TOWN,ELLICOTT TOWN PD FALCONER,Ellicott Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5270,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,14,0,14,0,0,0,2.7,2.7,2019-01-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,CHAUTAUQUA,Not Specified,Y,Y,Y
130212024,13021,2024,NY0070000,NY0070000,,N,N,,I,CHEMUNG,CHEMUNG CO SHERIFF'S DEPARTMENT ELMIRA,Chemung,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,40776,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,20,9B,"MSA counties from 25,000 thru 99,999",9,MSA Counties,N,20,,Y,40,0,40,4,6,10,1.1,1.2,2019-01-01,2022-10-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,CHEMUNG,"Elmira, NY",Y,Y,Y
130222024,13022,2024,NY0070100,NY0070100,,N,N,,I,ELMIRA,ELMIRA CITY PD,Elmira,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,26130,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,61,0,61,13,10,23,2.8,3.2,2019-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,CHEMUNG,"Elmira, NY",Y,Y,Y
130232024,13023,2024,NY0072100,NY0072100,,N,N,,I,ELMIRA HEIGHTS VILLAGE,ELMIRA HEIGHTS VILLAGE PD ELMIRA HEIGHTS,Elmira Heights Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3752,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2019-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CHEMUNG,"Elmira, NY",Y,Y,Y
130262024,13026,2024,NY0075500,NY0075500,,N,N,,I,ELMIRA TOWN,ELMIRA TOWN PD ELMIRA,Elmira Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5541,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,0,0,0,0.7,0.7,2019-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,CHEMUNG,"Elmira, NY",Y,Y,Y
130452024,13045,2024,NY0100100,NY0100100,,N,N,,I,HUDSON,HUDSON CITY PD HUDSON,Hudson,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,5750,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,18,2,20,4,3,7,3.8,4.7,2019-01-01,2019-08-01,2019-08-01,2020-01-01,2020-01-01,2020-01-01,N,COLUMBIA,Not Specified,Y,Y,Y
130562024,13056,2024,NY0110000,NY0110000,,N,N,,I,CORTLAND,CORTLAND CO SHERIFF'S DEPARTMENT CORTLAND,Cortland,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,26279,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,33,0,33,5,4,9,1.4,1.6,2019-01-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,2021-07-01,N,CORTLAND,Not Specified,Y,Y,Y
130572024,13057,2024,NY0110100,NY0110100,,N,N,,I,CORTLAND,CORTLAND CITY PD CORTLAND,Cortland,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,17197,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,35,0,35,6,2,8,2.4,2.5,2019-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,CORTLAND,Not Specified,Y,Y,Y
130582024,13058,2024,NY0112000,NY0112000,,N,N,,I,HOMER VILLAGE,HOMER VILLAGE PD HOMER,Homer Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,3042,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,4,0,4,1,1,2,1.6,2.0,2019-01-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,2021-05-01,N,CORTLAND,Not Specified,Y,Y,Y
130612024,13061,2024,NY0120000,NY0120000,,N,N,,I,DELAWARE,DELAWARE CO SHERIFF'S DEPARTMENT DELHI,Delaware,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,33043,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,20,1,21,1,7,8,0.6,0.9,2019-01-01,2024-09-01,2024-09-01,2024-09-01,2024-09-01,2024-09-01,N,DELAWARE,Not Specified,Y,Y,Y
130672024,13067,2024,NY0130000,NY0130000,,N,N,,I,DUTCHESS,DUTCHESS CO SHERIFF'S DEPARTMENT POUGHKEEPSIE,Dutchess,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,126611,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,105,10,115,15,15,30,0.9,1.1,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130682024,13068,2024,NY0130100,NY0130100,,N,N,,I,BEACON,BEACON CITY PD BEACON,Beacon,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,15267,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,1,26,3,3,6,1.8,2.1,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130692024,13069,2024,NY0130200,NY0130200,,N,N,,I,POUGHKEEPSIE,POUGHKEEPSIE CITY PD POUGHKEEPSIE,Poughkeepsie,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,31843,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,76,9,85,9,14,23,2.7,3.4,2019-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130722024,13072,2024,NY0132000,NY0132000,,N,N,,I,FISHKILL VILLAGE,FISHKILL VILLAGE PD FISHKILL,Fishkill Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,2133,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2019-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130812024,13081,2024,NY0136300,NY0136300,,N,N,,I,POUGHKEEPSIE TOWN,POUGHKEEPSIE TOWN PD POUGHKEEPSIE,Poughkeepsie Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,40746,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,68,3,71,13,10,23,2.0,2.3,2019-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130822024,13082,2024,NY0136400,NY0136400,,N,N,,I,FISHKILL TOWN,FISHKILL TOWN PD FISHKILL,Fishkill Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,20101,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,N,0,0,0,0,2,2,0.0,0.1,2019-01-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130832024,13083,2024,NY0136500,NY0136500,,N,N,,I,HYDE PARK TOWN,HYDE PARK TOWN PD HYDE PARK,Hyde Park Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,21180,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,18,1,19,1,3,4,0.9,1.1,2019-01-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130842024,13084,2024,NY0136600,NY0136600,,N,N,,I,EAST FISHKILL TOWN,EAST FISHKILL TOWN PD HOPEWELL JUNCTION,East Fishkill Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,29607,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,25,3,28,3,5,8,0.9,1.2,2019-01-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,2021-04-01,N,DUTCHESS,"Kiryas Joel-Poughkeepsie-Newburgh, NY",Y,Y,Y
130872024,13087,2024,NY0140000,NY0140000,,N,N,,I,ERIE,ERIE CO SHERIFF'S DEPT ORCHARD PARK,Erie,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,County,152008,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,19,9A,"MSA counties 100,000 or over",9,MSA Counties,Y,19,,Y,160,55,215,12,87,99,1.1,2.1,2019-01-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,2022-07-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130882024,13088,2024,NY0140100,NY0140100,,N,N,,I,BUFFALO,BUFFALO CITY PD BUFFALO,Buffalo,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,273728,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,5,1C,"Cities from 250,000 thru 499,999",1,"All cities 250,000 or over",Y,5,,Y,627,51,678,158,124,282,2.9,3.5,2019-01-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130902024,13090,2024,NY0140300,NY0140300,,N,N,,I,TONAWANDA,TONAWANDA CITY PD TONAWANDA,Tonawanda,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14825,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,27,0,27,2,6,8,2.0,2.4,2019-01-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,2023-11-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130912024,13091,2024,NY0140400,NY0140400,,N,N,,I,KENMORE VILLAGE,KENMORE VILLAGE PD BUFFALO,Kenmore Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14830,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,20,1,21,3,3,6,1.6,1.8,2019-01-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,2022-06-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130932024,13093,2024,NY0142200,NY0142200,,N,N,,I,EAST AURORA-AURORA TOWN,EAST AURORA VILLAGE PD EAST AURORA,East Aurora-Aurora Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,13841,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,15,4,19,2,1,3,1.2,1.6,2019-01-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,2023-05-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
130942024,13094,2024,NY0142400,NY0142400,,N,N,,I,DEPEW VILLAGE,DEPEW VILLAGE PD DEPEW,Depew Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,14805,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,25,3,28,4,5,9,2.0,2.5,2019-01-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,2022-05-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131002024,13100,2024,NY0143000,NY0143000,,N,N,,I,HAMBURG VILLAGE,HAMBURG VILLAGE PD HAMBURG,Hamburg Village,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,9742,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,13,0,13,1,1,2,1.4,1.5,2019-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,2023-01-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131032024,13103,2024,NY0145100,NY0145100,,N,N,,I,AMHERST TOWN,AMHERST TOWN PD WEST AMHERST,Amherst Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,126184,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,6,2,"Cities from 100,000 thru 249,999",2,"Cities from 100,000 thru 249,999",Y,6,,Y,131,16,147,23,18,41,1.2,1.5,2019-01-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,2024-05-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
131072024,13107,2024,NY0145500,NY0145500,,N,N,,I,CHEEKTOWAGA TOWN,CHEEKTOWAGA TOWN PD CHEEKTOWAGA,Cheektowaga Town,,A,38,New York,NY,NY,2,Middle Atlantic,1,Northeast,Region I,City,78864,23384,NYUCR0001,New York State Division of Criminal Justice Services Office of Justice Research and Performance,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,106,15,121,21,19,40,1.6,2.0,2019-01-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,2022-11-01,N,ERIE,"Buffalo-Cheektowaga, NY",Y,Y,Y
